SD NO.,SD_Name,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JAN-FEB,Mar-May,Jun-Sep,Oct-Dec
15,HIMACHAL PRADESH,1989,111.00,62.50,89.20,39.40,92.50,59.70,291.10,247.30,64.90,7.30,52.90,59.40,1177.20,173.50,221.10,663.00,119.60
16,JAMMU & KASHMIR,1989,85.00,97.10,155.80,134.40,153.70,73.60,276.70,113.60,40.80,48.50,53.60,71.00,1303.80,182.10,443.90,504.70,173.10
17,WEST RAJASTHAN ,1989,8.60,0.00,1.30,1.00,0.20,25.80,81.00,109.10,20.30,0.20,0.20,0.50,248.20,8.60,2.50,236.20,0.90
18,EAST  RAJASTHAN ,1989,6.80,0.10,2.30,0.10,0.40,53.40,129.00,279.10,32.60,0.00,0.50,0.50,504.80,6.90,2.80,494.10,1.00
19,WEST MADHYA PRADESH,1989,2.30,0.20,9.40,0.20,2.90,129.80,150.50,369.50,88.20,0.60,0.00,4.80,758.40,2.50,12.50,738.00,5.40
20,EAST MADHYA PRADESH,1989,0.40,0.00,18.50,0.00,3.40,190.30,197.70,358.90,125.30,1.40,1.50,23.60,921.00,0.40,21.90,872.20,26.50
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1989,1.10,0.00,0.00,0.00,0.10,114.70,349.80,304.00,58.70,1.40,0.00,0.00,829.80,1.10,0.10,827.20,1.40
22,SAURASHTRA KUTCH & DIU,1989,1.60,0.00,0.20,0.00,0.00,136.90,260.20,59.70,41.40,3.20,0.00,0.00,503.20,1.60,0.20,498.20,3.20
23,KOKAN & GOA,1989,0.00,0.00,0.60,1.00,4.00,730.30,942.40,683.40,282.10,80.60,3.60,0.00,2728.00,0.00,5.60,2638.20,84.20
24,MADHYA MAHARASHTRA,1989,0.00,0.00,16.30,3.30,11.80,153.50,271.90,152.10,181.60,22.90,1.40,1.70,816.50,0.00,31.40,759.10,26.00
25,MARATWADA ,1989,0.00,0.00,42.30,2.80,6.40,237.90,336.20,245.70,170.00,17.60,0.50,9.00,1068.40,0.00,51.50,989.80,27.10
26,VIDARBHA,1989,0.00,0.00,23.60,0.10,2.00,236.50,240.60,330.10,118.00,15.20,1.60,30.10,997.80,0.00,25.70,925.20,46.90
27,CHATTISGARH,1989,0.10,0.00,9.20,0.80,7.50,226.90,372.10,353.70,173.90,10.40,5.20,24.60,1184.40,0.10,17.50,1126.60,40.20
28,COSTAL ANDHRA PRADESH,1989,0.10,0.00,35.20,3.70,23.50,99.80,305.20,189.90,168.50,50.50,62.50,22.40,961.30,0.10,62.40,763.40,135.40
29,TELENGANA,1989,0.00,0.00,39.60,2.70,7.10,207.00,422.40,248.00,170.30,20.80,4.20,9.30,1131.40,0.00,49.40,1047.70,34.30
30,RAYALSEEMA,1989,0.00,0.00,24.40,3.60,18.90,51.20,253.40,33.20,167.10,38.70,46.90,25.50,662.90,0.00,46.90,504.90,111.10
31,TAMIL NADU & PONDICHERRY,1989,2.70,0.00,27.90,42.50,53.60,57.40,154.90,39.70,137.30,148.60,154.00,39.80,858.40,2.70,124.00,389.30,342.40
32,COASTAL KARNATAKA,1989,0.00,0.00,8.40,22.40,53.60,982.50,914.40,829.30,234.70,138.10,31.90,0.30,3215.60,0.00,84.40,2960.90,170.30
33,NORTH INTERIOR KARNATAKA,1989,0.00,0.00,21.60,11.20,28.60,102.90,197.90,64.70,197.50,22.60,8.90,14.90,670.80,0.00,61.40,563.00,46.40
34,SOUTH INTERIOR KARNATAKA,1989,0.00,0.10,12.60,24.20,54.20,145.00,285.10,133.90,149.30,86.00,15.70,5.20,911.30,0.10,91.00,713.30,106.90
35,KERALA,1989,10.30,0.00,30.10,141.50,169.40,657.50,450.70,285.50,271.10,308.00,92.90,5.60,2422.60,10.30,341.00,1664.80,406.50
36,LAKSHADWEEP ,1989,20.60,0.00,4.40,93.00,106.70,473.50,387.50,167.30,216.30,172.40,69.20,3.50,1714.40,20.60,204.10,1244.60,245.10
1,ANDAMAN & NICOBAR ISLANDS,1990,13.40,0.20,24.60,87.50,424.60,291.00,213.20,293.30,310.40,133.60,291.10,100.30,2183.20,13.60,536.70,1107.90,525.00
2,ARUNACHAL PRADESH,1990,54.80,112.40,149.00,289.90,366.20,857.20,534.00,352.80,625.50,240.60,2.00,19.70,3604.10,167.20,805.10,2369.50,262.30
3,ASSAM & MEGHALAYA,1990,20.60,45.20,104.40,368.20,338.80,529.60,474.50,351.40,447.60,236.50,6.30,4.50,2927.60,65.80,811.40,1803.10,247.30
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1990,0.20,32.50,197.60,274.90,314.60,381.00,388.40,346.30,340.20,168.20,99.70,42.90,2586.50,32.70,787.10,1455.90,310.80
